主文/留言,作者,時間,標題,推/噓,內容
主文,nisi0773 (深知身在情常在),2022/2/24 09:17,[新聞] 多頭火種未滅 重大利空是買點,無,"1.原文連結：https://ctee.com.tw/stock/insights/599006.html

2022.02.22
工商時報 數位編輯
啟發投顧莊佳螢

2.內容：
普丁宣布承認烏克蘭東部兩個親俄共和國獨立，並且派軍隊進駐維和，這讓原本期待拜登
跟普丁高峰會的西方國家措手不及，當然股票市場一定會激烈反應，觀察今天台股雖然指
數下跌但是仍留長下影線，收盤加權指數下跌252.2點差一點就站回季線，盤中跌停家數
只有1家，這代表有很多長線的逢低進場買盤在承接，也就是說雖然近期仍會受俄烏戰爭
利空消息所干擾，但長線來看季線這裡已經是相對好的進場點而不是賣點，相信今天官股
也會大力進場護盤，近期強勢指標族群貨櫃三雄今天也拉出長下影線，代表台股的多頭火
種並沒有熄滅。

在此關鍵時刻，先前多次準確開金口的投信投顧公會理事長張錫向市場信心喊話：「不用
怕！下跌是好買點」，他更認為：「戰爭通常是短期事件、美中科技大戰更凸顯台灣科技
地位、上市櫃公司將陸續公布股利政策、通膨將逐步趨緩、台股本益比不高。」換句話說
，台股在此的拉回，不就是一個好的買點嗎？而且國安基金官員此時也信心喊話指出，台
股基本面相較於其他國家有許多優勢，同時成交量是非常重要的觀察指標，22日顯然並非
「無量下跌」，因此國人要對股市穩定有信心，國安基金也會密切觀察國際情勢的變動和
對全球股市、台灣股市的影響。

其實在此階段國安基金是不會進場的，因為台股還未失去秩序，國安基金頂多喊喊話，但
過去經驗觀察，每一次的國際大利空都會是長線絕佳買點，只是投資人要克服自己的恐懼
，再回到基本面，就有機會買到被錯殺的好股票，就算俄烏真的開戰，法人認為對經濟影響也不大，甚至可能讓聯準會暫緩升息，對股市反
而有利，所以即使最近的利空消息很多也不用自亂陣腳，回歸基本面跟籌碼面選股，一樣
會有獲利的機會，在這個階段就是耐心等待時機，先準備好資金等待被錯殺的好股票進場
佈局，機會是留給準備好的人，投資人好把握這次機會。

"
回覆,f0923818148,2022/2/24 18:57,[新聞] 多頭火種未滅 重大利空是買點,無,現在滿手現金...
回覆,opm,2022/2/24 18:57,現在滿手現金...,推,滿手股票沒跑...:Q
回覆,Vanvan,2022/3/1 22:49,[新聞] 多頭火種未滅 重大利空是買點,無,本來想著要逢低加碼…但上鉅亨網， 台灣科技類基金根本沒跌多少啊
回覆,TVchild,2022/3/1 22:49,本來想著要逢低加碼…但上鉅亨網， 台灣科技類基金根本沒跌多少啊,推,"大家都在想逢低買 , 就跌不太下去了."
主文,pupuliao (pupu),2022/2/22 15:05,Re: [問題] 詢問growin這款AI智能投資,無,"※ 引述《lopolin (lopo)》之銘言：
: 從某部落客網站看到這款AI智能
: 運作模式比較複雜
: 還需要開個國外證券戶和匯出美金等動作
: 相對其他銀行的智能投資
: 總覺得有點麻煩
: 說真的也看不出優勢在哪？
: 搜尋不到什麼
: 所以請問各位的想法
: 如果有單筆一筆錢要投入智能這塊
: 短期內不會用到
: 會怎麼建議？
現在詐騙式投資網站很多真心建議，不要輕易嘗試 開海外護頭，然後去銀行電匯
一不小心 就真的被騙到啥都沒有
這些網站都會說 我們有 美國/澳洲/新加坡等 監管機構認可 啥的
這你就相信了?
相信我，這種 沒台灣金管會 認可的，你就算被騙在台灣不會有人鳥你的
有本事 你自己出錢打海外官司

雖然也是有firstrade 這類 正派經營的，但我相信 什麼 AI 智能投資，自動幫你
賺錢啥的，都是唬爛你的，這麼好賺 自己賺就好了，不需要那麼麻煩招人
就跟很多""老師"" 一樣，真的賺錢的是會費


"
回覆,pwseki206,2022/2/22 15:05,Re: [問題] 詢問growin這款AI智能投資,無,台灣金管會沒有比較好，認真。之前跟第一證券發生一些糾紛，投訴Finra之後他們馬上照辦。誰說美國金融監理機構對外國投資者會差別對待？在美國，要辨識是不是合法金融機構很容易的：BrokerCheck系統查一下馬上見真章台灣也好，外國也罷，基本的查證義務要做。這不會因為是不是台灣政府管轄範圍所及而有改變的
回覆,popolili,2022/2/24 00:48,Re: [問題] 詢問growin這款AI智能投資,無,謝謝分享
回覆,s0011121,2022/2/28 08:59,Re: [問題] 詢問growin這款AI智能投資,無,growin 想做的模式應該是跟國外roboadvisor類似，可以參考看看betterment 或wealthfront這類公司
主文,uyulala (Neverending),2022/2/21 06:53,[閒聊] 今年以來國內外基金表現,無,"資料來源

https://www.moneydj.com/funddj/ys/YP600.djhtm
https://fund.cnyes.com/search/?forSale=1
https://www.moneydj.com/etf/eb/ET305001list.djhtm?R=100&CC=f30&order=3


國內外基金今年以來表現最佳－台幣美元計價
https://i.imgur.com/dDs8sVT.jpg


國內外基金今年以來表現最差－台幣美元計價
https://i.imgur.com/RyGVmcG.jpg


台灣ETF今年以來表現最佳
https://i.imgur.com/cVO7mpV.jpg

"
回覆,popolili,2022/2/21 08:00,[閒聊] 今年以來國內外基金表現,推,巴西好猛呀！
回覆,dowcher,2022/2/21 22:29,[閒聊] 今年以來國內外基金表現,推,https://i.imgur.com/xlA3QcX.jpghttps://i.imgur.com/Sokkb5i.jpg謝謝絕命反指標讓我全家在2014到又梭哈翻倍了
回覆,leeccc,2022/2/21 23:26,[閒聊] 今年以來國內外基金表現,推,禍源甲 又來囉
回覆,dowcher,2022/2/22 00:27,[閒聊] 今年以來國內外基金表現,推,眼紅凶宅禍源人妖存法巴骨灰又存美增骨灰現在又來囉又來吃俄羅斯骨灰，那有骨灰眼紅禍源凶宅就帶全家猛吃https://i.imgur.com/OZvixa1.jpg愛用中2表情的甲甲也會改喔 笑死中2表情自慰吃骨灰的跟蹤甲
回覆,shoppinglin,2022/2/22 00:40,[閒聊] 今年以來國內外基金表現,無, 總之是1000喊in就對了 那這次又要那一隻俄羅斯才不是骨灰啊
回覆,dowcher,2022/2/22 00:40, 總之是1000喊in就對了 那這次又要那一隻俄羅斯才不是骨灰啊,推,現在這個局勢可能要再下修重點不是那支標的是骨灰，是誰的腦子就是愛存骨灰基金也可以一年內買賣啊訊號就是等絕命反指標出來唱衰
回覆,shoppinglin,2022/2/22 01:02,[閒聊] 今年以來國內外基金表現,推,可是能源基金就有分哪隻是骨灰啊 俄羅斯基金應該也有吧
回覆,dowcher,2022/2/22 01:04,[閒聊] 今年以來國內外基金表現,推,法巴能源跟美增還有世礦如何懂得見好就收也不會是骨灰啊骨灰的意思是說 套勞只能自慰是當長期投資但實際上就是存骨灰不想面對現實賠一屁股一套就是套十年以上的骨灰，永遠回不到骨灰價解套
回覆,shoppinglin,2022/2/22 08:58,[閒聊] 今年以來國內外基金表現,推,你明明就能好好說話嘛 哈 謝啦
回覆,dowcher,2022/2/22 13:54,[閒聊] 今年以來國內外基金表現,推,我是看人啊，尊重要給值得的人，就像挑基金
回覆,nucleolus,2022/2/22 14:21,[閒聊] 今年以來國內外基金表現,無,認真回留言的D大，好不習慣，哈哈！
回覆,eno4022,2022/2/22 14:21,認真回留言的D大，好不習慣，哈哈！,推,被盜帳號？
回覆,dowcher,2022/2/22 16:35,[閒聊] 今年以來國內外基金表現,推,俄羅斯快點下地獄，全家要等梭哈
回覆,alucarrd,2022/2/22 17:15,[閒聊] 今年以來國內外基金表現,推,好的  感謝d大提醒
回覆,dowcher,2022/2/22 17:19,[閒聊] 今年以來國內外基金表現,無,我最愛看到血流成河
回覆,blackorblue,2022/2/22 17:19,我最愛看到血流成河,推,同樣好奇一樣是俄羅斯基金d大會買哪一隻先說我不會跟 要不然又被說跟風被砲 只是想瞭解選的邏輯參考
回覆,yuenru,2022/2/23 11:48,[閒聊] 今年以來國內外基金表現,推,法巴俄羅斯？
回覆,cykvalen,2022/2/23 22:28,[閒聊] 今年以來國內外基金表現,推,法巴呀！還有那支！我也在等！
回覆,kiromomo168,2022/2/24 12:42,[閒聊] 今年以來國內外基金表現,推,法巴114有夠慘，還好200時賣了美增也掉到187了，不知道會套多久
回覆,alucarrd,2022/2/24 15:42,[閒聊] 今年以來國內外基金表現,推,來了來了
回覆,icelaw,2022/2/24 16:11,[閒聊] 今年以來國內外基金表現,推,最近應該沒有人抄底俄羅斯吧  對吧................對吧CC
回覆,alucarrd,2022/2/24 16:16,[閒聊] 今年以來國內外基金表現,推,這跌法真是驚人  明天來買一點當紀念
回覆,dowcher,2022/2/25 16:27,[閒聊] 今年以來國內外基金表現,無,比法巴好的多的是
回覆,blackorblue,2022/2/25 16:27,比法巴好的多的是,推,d大都怎麼選經理人啊 還是是看他歷年買的股票配置
回覆,alucarrd,2022/2/25 23:29,[閒聊] 今年以來國內外基金表現,推,基金網多比較，長線來看進場點還有很多
回覆,nucleolus,2022/2/27 02:52,[閒聊] 今年以來國內外基金表現,推,抄底買了一點瑞銀俄羅斯，淨值還沒出來
主文,nisi0773 (深知身在情常在),2022/2/20 17:29,[新聞] 18%配息誘人!這檔基金定期定額金額翻倍,無,"1.原文連結：https://ctee.com.tw/news/fund/597211.html

工商時報 陳欣文 2022.02.18

2.內容：
台股元月行情震盪，台股基金買氣出現倒退嚕，投信投顧公會最新公布一月數據，整體規
模及定期定額人數一反先前的成長趨勢，出現明顯下滑，不過元月以18％高配息率刷新台
股基金配息表現的元大台灣高股息優質龍頭基金，單月定期定額金額大增3,323萬元，成
長幅度高達122％，不僅表現逆勢成長，更拿下元月台股基金定期定額的成長冠軍！

台股元月巨震，台股基金首當其衝，整體規模從去年底的4,155億元，大幅下滑到3,806億
元，月減8.4％，相對於台股一月下跌2.99％，定期定額人數也同步下滑，顯示不少投資
人先行退場或是停扣。

不過值得注意的是，上個月仍有基金買氣成長，特別是投資標的聚焦於優質龍頭股的元大
台灣高股息優質龍頭基金，除了績效表現受惠於外資逆勢買超重點權值股，高股息的收益
性質與耐震力亦受到關注，該基金元月的月配息加年終加碼配息，合計年化配息率高達
18%，帶動市場熱議台股基金高配息的話題，搶息族更是踴躍申購。

傳出元大龍頭基金配息級別在1月4日除息後，短短十多天的淨申購金額便突破10億元，加
上累積型級別，龍頭基金持續以超過340億元的規模稱霸台股基金，定期定額買氣更是火
爆。

投信投顧公會數據顯示，元月元大龍頭基金配息級別的每月定期定額扣款金額增加3,324
萬元至6,032萬，增額為台股基金第一，且每月定期定額扣款金額較去年底的2,708萬元，翻升超過一倍，
同時也是唯一一檔上月定期定額新增超過3,000萬元的台股基金。

"
回覆,chiaolin,2022/2/20 17:29,[新聞] 18%配息誘人!這檔基金定期定額金額翻倍,無,配自己的本金給自己 很了厲害嗎??
回覆,Klauhal,2022/2/20 17:29,配自己的本金給自己 很了厲害嗎??,無,元大= =
回覆,shuiwuhen,2022/2/22 00:57,[新聞] 18%配息誘人!這檔基金定期定額金額翻倍,無,這不是說非本金嗎？
回覆,chiaolin,2022/2/22 00:57,這不是說非本金嗎？,無,我之前定期定額投資約20萬 1萬8未實現獲利，一月大配息3萬多 目前是虧損17000，提供參考除非可以免手續費 不然不建議扣這隻囉
主文,fish123456 (小小螢火虫飛到西飛到東),2022/2/20 20:20,[問題] 基富通單筆申購扣款時間,無,"今天是星期日
以往單筆投基金時
都會看一下今天損益%數
剛要單筆投入基金時
發現最後輸入密碼按確認時跳出紅字
大意上是說，我已經超過營業日的扣款時間
所以這筆單筆投入會視同下一個營業日
才會進行作業

我馬上上網查
https://i.imgur.com/4oD3i78.jpg
這張上面寫說
截止時間為每營業日下午一點前
那麼是指今天是星期日，非他們的營業日
所以單筆投入扣款會在下禮拜一才會進行
也就是說會依照下禮拜一營業日的損益%數
扣款我今天所丟進去的金額是嗎？

我的理解是這樣…想問大家是否是這樣
如果是的話，那麼我等一下取消訂單
是不是明天也不會被扣到款了
（因為不在營業日進行）
損益%數每2天變化都有點大
如果是這樣的話想要取消
看看明天的%數決定要投多少錢
這個問題第一次遇到沒有客服可以詢問
所以想請教各位前輩的想法
謝謝指導祝大家賺大錢

"
回覆,Electroche,2022/2/20 20:20,[問題] 基富通單筆申購扣款時間,無,週六日本來就不是營業日 當然是週一才扣款週六日也不是計價日 實際計價日 可以在基富通上面查看你買的是哪一檔基金
回覆,crooked,2022/2/20 13:40,[問題] 基富通單筆申購扣款時間,無,其實我一直覺得扣款日跟計價日好容易搞混 = =
回覆,shoppinglin,2022/2/20 14:10,[問題] 基富通單筆申購扣款時間,無,你怎麼不直接看淨值而是看損益啊…
回覆,fish123456,2022/2/20 14:10,你怎麼不直接看淨值而是看損益啊…,無, https://i.imgur.com/K2KtOCO.jpgs大，我都是看這個，%數掉到我覺得可入手就會加碼，我看錯了嗎？小菜菜誠心發問
回覆,jkinkin,2022/2/20 15:05,[問題] 基富通單筆申購扣款時間,無,不是喔，這個日期是你查詢的日期，往旁邊滑再看你的基金名稱，下面會有淨值日期
回覆,Electroche,2022/2/20 15:29,[問題] 基富通單筆申購扣款時間,無,這是你手中所持有全部基金的總損益 跟單支淨值無關不過看元PO這精美的損益 不像小菜菜啊
