主文/留言,作者,時間,標題,內容
主文,龍華科技大學,2022/2/16 03:25,請問這兩個基金還要繼續嗎,"當初因為同事強力的推薦，而定期定額存這兩個基金
A05151 元大台灣高股息優質龍頭基金-新台幣(A)不配息每月3000
B33120 NN(L)新興市場債券基金X 股(美元)(月配息)每月100
抱歉因為並沒有非常深入的研究，我想停手，但同事又說這本來就會這樣，所以當初才說要用不急用的錢去投資然後一直叫我不要動他
我是不急用，但這樣繼續下去真的ok嗎
非常抱歉各位，我想查資訊因為對於這個也不熟悉查了也只是推薦更多其他的看的我更模糊，所以想直接請教各位資深大大們
每月投資這個金額是負擔得起，也有另外的緊急預備金所以不急用可以放，但又不知道放著好不好
謝謝"
留言,嶺東科技大學,2022/2/16 05:47,請問這兩個基金還要繼續嗎,"妳買進妳不懂的東西，這件事很危險
不懂就去花時間研究，錢是妳的，妳是要給同事操控還是妳自己操控？
妳應該也不希望一輩子聽別人的消息買賣，因為妳心裡也會感到不安吧？
妳想停就停，或是妳去深入瞭解後發現還是不懂就先停手吧
永遠不要買進妳不懂的東西，妳會死很慘
既然是妳同事強烈推薦，那把妳不懂的問題直接去問他，推薦的原因是什麼，風險又是什麼"
留言,銘傳大學,2022/2/16 08:39,請問這兩個基金還要繼續嗎,"投資前 應該先了解自己購買的標的
每個人的風險承受能力也不同
同事賠得起
不代表你賠得起或是願意賠這麼多"
留言,如海豚表示之物,2022/2/16 08:39,請問這兩個基金還要繼續嗎,慘遭割韭菜 呵呵
留言,國立臺北科技大學,2022/2/16 09:42,請問這兩個基金還要繼續嗎,強力推薦就買...？以後做個功課再下手吧。
留言,Sunnia,2022/2/16 12:10,請問這兩個基金還要繼續嗎,NN (L) 新興市場債券基金X股美元(月配息)這檔本金配蠻多的，而且長期趨勢下滑，建議換檔，這檔如果捨不得停損也不必再繼續買。
留言,信用卡小白,2022/2/16 15:29,請問這兩個基金還要繼續嗎,直接砍了吧，這檔很破
留言,國立中興大學,2022/2/16 16:12,請問這兩個基金還要繼續嗎,你同事叫做韭菜嗎
留言,國立屏東科技大學,2022/2/16 23:30,請問這兩個基金還要繼續嗎,"啥都不懂就買0050
股市一點也不難"
留言,致理科技大學,2022/2/17 04:27,請問這兩個基金還要繼續嗎,"97：3的股債配感覺是沒問題
你的問題真的就是不知道自己在幹嘛"
留言,國立臺北大學,2022/2/17 14:58,請問這兩個基金還要繼續嗎,感覺還是先做點功課再投資吧 要把錢丟水溝不如存起來
主文,國立臺灣大學,2022/2/15 03:16,請教理財、儲蓄的一些意見,"目前大二
每月生活費12000元（父母給的，感謝）
打工費平均一個月4000上下（有時候多一點）
可動用資金每個月大概16000
生活正常花費，基本上只有吃飯約8000-10000
回家的話都父母付錢（真的感謝）
目前儲蓄：
line bank + bankee + 國泰共約20萬上下
基金投資（定期定額）：
安聯台灣大壩6000台幣（已扣6期）
安聯收益成長120美 （已扣13期）
富蘭克林坦伯頓科技100美（已扣8期）
目前有在想開永豐大戶，然後豐存股VT、VTI、QQQ等的標的
現在美國升息尚未開始，觀察過往升息經驗，一開始都會有一波跌幅，想說等正式升息（可能3月？！）再開始定期定額VT、VTI、QQQ
想請問一下大家的想法，或是調整標的的一些建議。"
留言,容光煥發,2022/2/15 04:51,請教理財、儲蓄的一些意見,"醫學系的，不用想太多
本業做好
偶爾看看投資的文章學習
畢業後賺錢存本金玩穩定的就是人生勝利組
現在本金少不要花太多時間
本業才是重點
去當家教都比較賺"
留言,元智大學,2022/2/15 07:24,請教理財、儲蓄的一些意見,可以考慮VOO或SPY
留言,國立交通大學,2022/2/15 07:25,請教理財、儲蓄的一些意見,"應該把錢都花光 花在娛樂上
不然畢業後 你也沒時間花錢"
留言,世新大學,2022/2/15 07:37,請教理財、儲蓄的一些意見,"國泰我記得活儲的利率不高誒
要不要改搬去richart啊
利息有1-2%喔"
留言,安安,2022/2/15 10:10,請教理財、儲蓄的一些意見,"你台大醫學系學歷 出社會真的是直接贏95%以上的人 不用想太多 好好讀書 畢業之後工作存錢放大本金 效益來的更快
現在要穩定的話 股票定期定額外 
虛擬貨幣有很多管道 
Crypto.com 的存幣領息
存穩定幣年利率都是10%以上
銀行的1-2%存了真的很心酸"
留言,國立彰化師範大學,2022/2/15 10:13,請教理財、儲蓄的一些意見,"大學時，同學告訴我，都不看盤，就買0050。
當時還不懂沒買，現在工作開始買0050。
超後悔大學沒買，那時候70，現在140。"
留言,國立雲林科技大學,2022/2/15 11:06,請教理財、儲蓄的一些意見,富邦台50 私心推薦富邦越南（但不是建議喔）我很看好越南未來發展 這個算是越南版的0050 缺點是費用高1.多%追誤差很大（外資只能持有30%的股權）但走勢還是跟越南30指數差不多
留言,Sunnia,2022/2/15 11:11,請教理財、儲蓄的一些意見,我也打算等三月升息，利空出盡後改投資股票。
留言,高雄醫學大學,2022/2/15 14:12,請教理財、儲蓄的一些意見,"越早學習理財是好事，像我出社會才開始慢慢接觸也覺得太晚了 平時工作也無法花太多時間研究
但是建議還是把課業顧好，未來選到好科才是重點XD 如果你有背景開外掛，那就沒差
是我的話會以存金融股、ETF這類無腦投資為主，如果不是很缺錢 最好趁學生時期做些自己想做的事 畢竟畢業以後真的被醫院綁死死好幾年⋯⋯"
留言,國立清華大學,2022/2/15 16:18,請教理財、儲蓄的一些意見,"理財可以學 我覺得如果只有少少的幾千塊
其實不一定要真的投資
請享受學生能花小錢享受快樂的時光"
留言,國立中央大學,2022/2/15 16:34,請教理財、儲蓄的一些意見,我目前大二 存120 要不要一起做個家 哈哈哈哈
留言,華梵大學,2022/2/15 21:51,請教理財、儲蓄的一些意見,"大二就有20萬儲蓄很棒欸～
如果你是求穩不想承擔風險的話，可以考慮存國外的分紅保單（利率4～7%不等，都比你存銀行來得高），可以好好放著用時間跟複利去滾對你來說保本金也沒有風險問題"
留言,臺灣警察專科學校,2022/2/15 23:04,請教理財、儲蓄的一些意見,不用想這麼多 畢業之後直接找玉山銀行醫生專案貸500萬 利率1.5%
留言,國立臺北護理健康大學,2022/2/15 23:05,請教理財、儲蓄的一些意見,隨便啦，本多終勝，你未來的職業很適合
留言,國立聯合大學,2022/2/16 07:07,請教理財、儲蓄的一些意見,"想開永豐金證券可以找我～～
豐存股美股 建議可以從現在開始定時定額
之後正式升息 再加碼扣款!
如果有美金需求，現在有優利定存喔！"
留言,Rexrh_Hsieh,2022/2/16 07:24,請教理財、儲蓄的一些意見,你有國泰世華的話就開Firstrade 啊，入金痛一次七八百塊而已，後面就隨你無限制抽插了
留言,國立高雄第一科技大學,2022/2/16 10:54,請教理財、儲蓄的一些意見,基金全部轉成ETF就完美了喔
留言,銘傳大學,2022/2/16 15:01,請教理財、儲蓄的一些意見,定期定額VOO讚
留言,南臺科技大學,2022/2/16 16:41,請教理財、儲蓄的一些意見,醫學系的直接丟金融股就無敵了
留言,南臺科技大學,2022/2/16 16:41,請教理財、儲蓄的一些意見,"其實當醫生的 爽的是他家人而已 
自己快累死還沒時間享受.."
留言,南臺科技大學,2022/2/16 16:42,請教理財、儲蓄的一些意見,你去開台新 新戶30萬都2%
留言,國立彰化師範大學,2022/2/16 23:07,請教理財、儲蓄的一些意見,建議你把怪醫黑傑克都看一看，保證讓你財富自由
留言,靜宜大學,2022/2/17 04:26,請教理財、儲蓄的一些意見,豐存美股好用
留言,中國文化大學,2022/2/17 10:33,請教理財、儲蓄的一些意見,B8-3 基金本來就定期定額看長期，美國科技因為升息影響已經提前下跌反應，可以逢低佈局加碼，ETF也可以參考JETS.KARS.DRIV.VNQ最近的績效都不錯
留言,淡江大學,2022/2/17 15:25,請教理財、儲蓄的一些意見,"打工4000也太少
不過醫學系應該不用打工吧課業壓力感覺都忙到炸了⋯"
留言,長庚大學,2022/2/18 07:40,請教理財、儲蓄的一些意見,要怎麼當補習班解題老師
主文,Sunnia,2022/2/14 16:08,戰爭利空侵襲下，抱著我的金雞母穩穩睡,"今天下班回到家的第一件事就是打開銀行app看看最大筆的配息有無進帳，看到第3次的配息進來心就安了好多好多，管新聞怎麼用力轟炸投資人，我的情緒完全不受影響，照樣領我的配息安心過日子。
我買了五檔月配，進來的3筆配息，總額超過1250鎂，已經可以養12筆比較衝的股票型基金。不知你們有無聽過母子基金投資法？也就是養一檔波動比較小的的配息基金，配息再去養波動比較大的股票型基金，停利後再放回母基金，形成一個循環。其實這些組合都可以隨自己的投資屬性任意搭配，要怎麼放大母基金方法百百種，前提是一定要穩穩的養大而且要讓自己睡得著，如果抱得七上八下，就失去養母基金的意義。
順便提一下台股今天盤後籌碼看起來偏悲觀，外資在選擇權契約金額大舉做空，在CFTC的那斯達克期貨卻是空單回補，今晚的那指正在翻紅，也許有機會在近期出現止跌(沒叫你們買唷)，以技術面來看，那斯達克多頭結構已經被破壞，如果彈上去，是逃命用的。我已經在考慮打掉重練，為的是養出更肥的金雞母，這是險招，贏了就如我所想，輸了頂多損失一個月的配息跟輕微的帳面損失。如果對技術分析沒把握又想養一隻金雞，只要大跌就是加碼，這是最安全的做法。"
留言,股狼球隊,2022/2/14 19:21,戰爭利空侵襲下，抱著我的金雞母穩穩睡,"就以息養股的方式進行
在過往很常是以台幣去承作
就在這幾年都吃到匯率的虧
(只能說新台幣太強)"
留言,國立交通大學,2022/2/14 22:44,戰爭利空侵襲下，抱著我的金雞母穩穩睡,"母子基金就配置而已啊
左側搭配右側"
留言,淡江大學,2022/2/15 06:24,戰爭利空侵襲下，抱著我的金雞母穩穩睡,"配息型基金幾乎都是債券，
最近債券跌翻了，有的還會配到本金
你要不要確認你的本金盛多少，搞不好，-10%喔"
留言,阿姆斯特丹大學,2022/2/15 11:09,戰爭利空侵襲下，抱著我的金雞母穩穩睡,"不是要抄底？？
那時候說美股大漲
現在又說技術分析來看多頭結構被破壞 
單看納指 在1月19、20那附近日線來看就破上行通道+前一個Higher low了
更別提去年11月+12月出現的雙頂還有15700的key level被突破 老早就有信號說多頭被破 還能被你前幾篇說成正在大漲我真的是笑笑啦
再說一下現在才更有機會買在低點 純技術分析角度來看13900打底4次 1月31突破市場原有結構 在13800-14000出現demand zone 昨天剛回去測試demand zone 如果反應良好至少可以看多到15350的supply zone"
主文,長庚科技大學,2022/2/14 13:38,元大五小福基金,因為有認識的銀行人員，他請我買元大五小福，爬了一些文看起來確實不錯，就買了多福跟2001。請問前輩們有沒有什麼想法
